movieId,keywords,cast,genres,popularity,title,director,prod_company,avg_rating,revenue_millions
225,"['employee', 'workplace', 'sexual harassment']","['Michael Douglas', 'Demi Moore', 'Donald Sutherland']","['Drama', 'Thriller', 'Crime']",11.81,Disclosure,Barry Levinson,Warner Bros.,3.29,214.015
226,"['vision', 'psychic']","['Patsy Kensit', 'Bruce Greenwood', 'Andrew McCarthy']",['Thriller'],0.16,Dream Man,René Bonnière,Keystone Pictures,2.69,0.0
227,"['terrorist', 'transport of prisoners', 'airplane']","['Wesley Snipes', 'Gary Busey', 'Yancy Butler']","['Action', 'Adventure', 'Thriller']",9.58,Drop Zone,John Badham,Paramount Pictures,3.07,0.0
228,"['heist', 'expectant father']","['Dylan McDermott', 'Nancy Travis', 'James Le Gros']","['Crime', 'Comedy', 'Fantasy']",0.71,Destiny Turns on the Radio,Jack Baran,Savoy Pictures,2.69,0.0
229,"['married couple', 'chile', 'pinochet-regime']","['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson']","['Drama', 'Thriller', 'Mystery']",5.48,Death and the Maiden,Roman Polanski,Fine Line Features,3.56,0.0
230,"['child abuse', 'detective', 'based on novel']","['Kathy Bates', 'Jennifer Jason Leigh', 'Judy Parfitt']","['Crime', 'Drama', 'Mystery']",5.8,Dolores Claiborne,Taylor Hackford,Castle Rock Entertainment,3.58,0.0
231,"['gas station', 'motel', 'utah']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']",['Comedy'],9.84,Dumb and Dumber,Peter Farrelly,New Line Cinema,2.95,247.275
234,"['female nudity', 'sexuality', 'island']","['Dana Delany', 'Paul Mercurio', ""Rosie O'Donnell""]","['Thriller', 'Comedy', 'Crime']",4.32,Exit to Eden,Garry Marshall,Savoy Pictures,2.68,6.842
235,"['individual', 'taxi', 'transsexuality']","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker']","['Comedy', 'Drama', 'History']",11.72,Ed Wood,Tim Burton,Touchstone Pictures,3.66,5.887
237,"['paris', 'dallas', 'basketball']","['Billy Crystal', 'Debra Winger', 'Joe Mantegna']","['Comedy', 'Drama', 'Romance']",16.24,Forget Paris,Billy Crystal,Columbia Pictures,3.22,0.0
238,"['wilderness', 'boy and dog']","['Mimi Rogers', 'Jesse Bradford', 'Bruce Davison']","['Action', 'Adventure', 'Drama']",2.66,Far from Home: The Adventures of Yellow Dog,Phillip Borsos,Twentieth Century Fox Film Corporation,3.16,0.0
239,"['father son relationship', 'pop singer', 'musical']","['Bill Farmer', 'Jason Marsden', 'Rob Paulsen']","['Romance', 'Animation', 'Family']",10.18,A Goofy Movie,Kevin Lima,Walt Disney Pictures,3.09,35.349
240,['suspense'],"['Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone']","['Drama', 'Thriller']",8.18,Hideaway,Brett Leonard,TriStar Pictures,2.9,12.201
241,"['father son relationship', 'based on novel', 'reincarnation']","['Samuel L. Jackson', 'Matthew Modine', 'Nancy Travis']","['Drama', 'Family', 'Fantasy']",4.95,Fluke,Carlo Carlei,Metro-Goldwyn-Mayer,3.02,0.0
245,[],"['Ice Cube', 'Lori Petty', 'Erich Anderson']","['Drama', 'Action', 'Thriller']",1.01,The Glass Shield,Charles Burnett,Miramax Films,2.96,0.0
246,"['chicago', 'sports team', 'ghetto']","['William Gates', 'Arthur Agee', 'Steve James']",['Documentary'],9.48,Hoop Dreams,Steve James,Fine Line Features,4.0,7.831
249,"['deafness', 'sister-in-law', 'character study']","['Gary Oldman', 'Jeroen Krabbé', 'Isabella Rossellini']","['Drama', 'Music', 'Romance']",7.98,Immortal Beloved,Bernard Rose,Columbia Pictures,3.67,0.0
250,"['overweight', 'summer camp']","['Ben Stiller', 'Aaron Schwartz', 'Kenan Thompson']","['Comedy', 'Family', 'Drama']",9.55,Heavyweights,Steven Brill,Walt Disney Pictures,3.04,17.689
251,[],"['Christopher Lambert', 'John Lone', 'Joan Chen']","['Action', 'Thriller']",2.76,The Hunted,J. F. Lawton,Universal Pictures,3.03,0.0
252,"['wedding vows', 'mathematician', 'car mechanic']","['Tim Robbins', 'Meg Ryan', 'Walter Matthau']","['Comedy', 'Drama', 'Romance']",5.15,I.Q.,Fred Schepisi,Paramount Pictures,3.21,0.0
253,"['paris', 'san francisco', 'vampire']","['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst']","['Horror', 'Romance']",11.97,Interview with the Vampire,Neil Jordan,Geffen Pictures,3.5,223.665
254,"['france', 'revolution', 'biography']","['Nick Nolte', 'Greta Scacchi', 'Thandie Newton']","['Drama', 'Romance']",1.6,Jefferson in Paris,James Ivory,Merchant Ivory Productions,2.88,2.474
255,"['new york', 'telephone joke', 'gangster']","['John G. Brennan', 'Kamal Ahmed', 'Alan Arkin']","['Comedy', 'Crime']",0.75,The Jerky Boys,James Melkonian,Caravan Pictures,2.28,0.0
256,"['baby', 'medicine', 'media']","['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson']","['Comedy', 'Family', 'Romance']",6.71,Junior,Ivan Reitman,Universal Pictures,2.69,37.0
257,"['rape', 'black people', 'florida']","['Sean Connery', 'Laurence Fishburne', 'Blair Underwood']","['Action', 'Drama', 'Mystery']",9.2,Just Cause,Arne Glimcher,Fountainbridge Films,3.41,0.0
259,['hoodlum'],"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage']","['Action', 'Crime', 'Drama']",7.8,Kiss of Death,Barbet Schroeder,Twentieth Century Fox Film Corporation,3.07,0.0
260,"['android', 'galaxy', 'hermit']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Adventure', 'Action', 'Science Fiction']",42.15,Star Wars,George Lucas,Lucasfilm,4.13,775.398
261,"['depression', 'mother daughter relationship', 'pregnant']","['Winona Ryder', 'Gabriel Byrne', 'Trini Alvarado']","['Drama', 'Romance']",9.77,Little Women,Gillian Armstrong,Columbia Pictures,3.6,0.0
262,"['based on novel', 'servant', 'private school']","['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham']","['Drama', 'Family', 'Fantasy']",7.73,A Little Princess,Alfonso Cuarón,Warner Bros.,3.76,0.0
266,"['brother brother relationship', 'montana', 'based on novel']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']","['Adventure', 'Drama', 'Romance']",12.2,Legends of the Fall,Edward Zwick,Bedford Falls Productions,3.5,160.639
267,"['headquarter', 'military base', 'military service']","['Damon Wayans', 'Orlando Brown', 'Michael Ironside']","['Adventure', 'Comedy', 'Family']",9.25,Major Payne,Nick Castle,Universal Pictures,2.9,0.0
268,"['russian mafia', 'dysfunctional family', 'brothers']","['Edward Furlong', 'Tim Roth', 'Moira Kelly']","['Action', 'Drama']",1.86,Little Odessa,James Gray,Fine Line Features,3.3,0.0
269,"['east los angeles', 'gang', 'los angeles']","['Angel Aviles', 'Seidy López', 'Jacob Vargas']","['Crime', 'Drama']",1.79,Mi Vida Loca,Allison Anders,Channel Four Films,3.48,0.0
270,"['cruise', 'disabled', 'empire state building']","['Warren Beatty', 'Annette Bening', 'Katharine Hepburn']","['Drama', 'Romance']",3.29,Love Affair,Glenn Gordon Caron,Warner Bros.,3.18,0.0
271,"['mother', 'child abuse', 'single parent']","['Jessica Lange', 'Halle Berry', 'David Strathairn']",['Drama'],7.7,Losing Isaiah,Stephen Gyllenhaal,Paramount Pictures,3.33,7.604
275,"['holiday', 'rollerblades', 'cross dresser']","['Steve Martin', 'Madeline Kahn', 'Robert Klein']","['Comedy', 'Drama', 'Romance']",2.9,Mixed Nuts,Nora Ephron,TriStar Pictures,2.73,0.0
276,"['prostitute', 'tree house', 'red-light disctrict']","['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter']","['Comedy', 'Romance']",3.77,Milk Money,Richard Benjamin,Paramount Pictures,2.98,18.138
277,"['holiday', 'competition', 'new love']","['Richard Attenborough', 'Elizabeth Perkins', 'Dylan McDermott']","['Fantasy', 'Drama', 'Family']",5.83,Miracle on 34th Street,Les Mayfield,Twentieth Century Fox Film Corporation,3.39,46.264
278,[],"['Sarah Jessica Parker', 'Antonio Banderas', 'Mia Farrow']","['Comedy', 'Romance']",1.14,Miami Rhapsody,David Frankel,Hollywood Pictures,3.02,0.0
279,"['immigrant', 'marriage', 'independent film']","['Edward James Olmos', 'Jimmy Smits', 'Esai Morales']","['Comedy', 'Drama']",3.12,My Family,Gregory Nava,American Zoetrope,3.69,0.0
281,"['illegal employment', 'retirement', 'drama']","['Paul Newman', 'Bruce Willis', 'Melanie Griffith']","['Drama', 'Comedy']",2.89,Nobody's Fool,Robert Benton,Paramount Pictures,3.66,0.0
282,"['loss of mother', 'loss of sister', 'twin sister']","['Jodie Foster', 'Liam Neeson', 'Natasha Richardson']","['Drama', 'Thriller']",5.93,Nell,Michael Apted,Twentieth Century Fox Film Corporation,3.39,106.684
283,"['new jersey', 'police', 'brutality']","['Sharron Corley', 'Donald Faison', 'Christine Baranski']","['Crime', 'Drama']",0.63,New Jersey Drive,Nick Gomez,40 Acres & A Mule Filmworks,3.09,0.0
286,"['cyborg', 'post-apocalyptic', 'sequel']","['Sue Price', 'Chad Stahelski', 'Tina Cote']","['Science Fiction', 'Action', 'Thriller']",1.47,Nemesis 2 - Nebula,Albert Pyun,Filmwerks,2.02,0.0
288,"['sadistic', 'journalist', 'mass murder']","['Woody Harrelson', 'Juliette Lewis', 'Robert Downey Jr.']","['Crime', 'Thriller', 'Drama']",11.23,Natural Born Killers,Oliver Stone,Regency Enterprises,3.25,50.283
289,"['venice', 'italy', 'fortune teller']","['Marisa Tomei', 'Robert Downey Jr.', 'Bonnie Hunt']","['Comedy', 'Drama', 'Romance']",4.94,Only You,Norman Jewison,TriStar Pictures,3.36,0.0
291,"['sex', 'obsession', 'diary']","['Alyssa Milano', 'Johnathon Schaech', 'Xander Berkeley']","['Drama', 'Romance', 'Thriller']",6.45,Poison Ivy II: Lily,Anne Goursaud,New Line Cinema,2.3,0.0
292,"['river', 'general', 'research']","['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']","['Action', 'Drama', 'Science Fiction']",13.68,Outbreak,Wolfgang Petersen,Kopelson Entertainment,3.42,189.86
294,"['immigration', 'independent film', 'woman director']","['Marisa Tomei', 'Alfred Molina', 'Anjelica Huston']","['Comedy', 'Drama', 'Romance']",1.43,The Perez Family,Mira Nair,"Samuel Goldwyn Company, The",3.17,2.833
295,"['jealousy', 'burning house', 'teenage crush']","['William Baldwin', 'John Leguizamo', 'Эрика Элениак']","['Comedy', 'Drama', 'Romance']",0.46,A Pyromaniac's Love Story,Joshua Brand,Hollywood Pictures,2.8,0.0
296,"['transporter', 'brothel', 'drug dealer']","['John Travolta', 'Samuel L. Jackson', 'Uma Thurman']","['Thriller', 'Crime']",140.95,Pulp Fiction,Quentin Tarantino,Miramax Films,4.17,213.929
300,"['television', 'tv show', 'manipulation']","['John Turturro', 'Rob Morrow', 'Ralph Fiennes']","['History', 'Drama']",7.77,Quiz Show,Robert Redford,Wildwood Enterprises,3.66,0.0
304,"['grandfather grandson relationship', 'roommate', 'birthday']","['Peter Falk', 'D. B. Sweeney', 'Julianne Moore']","['Drama', 'Comedy']",3.4,Roommates,Peter Yates,Hollywood Pictures,3.19,12.4
305,"['paris', 'hotel room', 'suspicion of murder']","['Marcello Mastroianni', 'Sophia Loren', 'Jean-Pierre Cassel']","['Drama', 'Comedy']",6.26,Prêt-à-Porter,Robert Altman,Miramax Films,2.7,11.301
313,"['princess', 'swan']","['Michelle Nicastro', 'Jack Palance', 'Howard McGillin']",['Animation'],8.91,The Swan Princess,Richard Rich,Rich Animation Studios,3.06,9.772
317,"['holiday', 'christmas party', 'santa claus']","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']","['Fantasy', 'Drama', 'Comedy']",9.67,The Santa Clause,John Pasquin,Walt Disney Pictures,3.13,189.833
318,"['prison', 'corruption', 'police brutality']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']","['Drama', 'Crime']",51.65,The Shawshank Redemption,Frank Darabont,Castle Rock Entertainment,4.43,28.341
320,"['amnesia', 'betrayal', 'black and white']","['Dennis Haysbert', 'Michael Harris', 'Mel Harris']","['Drama', 'Thriller']",1.3,Suture,Scott McGehee,Kino Korsakoff,3.25,0.103
322,['independent film'],"['Kevin Spacey', 'Frank Whaley', 'Michelle Forbes']","['Crime', 'Comedy']",5.87,Swimming with Sharks,George Huang,Cineville,3.69,0.0
327,"['destroy', 'dystopia', 'reincarnation']","['Lori Petty', 'Ice-T', 'Naomi Watts']","['Action', 'Comedy', 'Fantasy']",7.6,Tank Girl,Rachel Talalay,Trilogy Entertainment Group,2.81,4.064
328,"['prostitute', 'key', 'jesus christ']","['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']","['Horror', 'Comedy', 'Thriller']",9.46,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Universal Pictures,3.17,0.0
329,"['based on tv series', 'death', 'exploding planet']","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']","['Science Fiction', 'Action', 'Adventure']",8.11,Star Trek: Generations,David Carson,Paramount Pictures,3.34,120.0
330,"['prison', 'child abuse', 'ku klux klan']","['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier']","['Crime', 'Horror', 'Thriller']",2.86,Tales from the Hood,Rusty Cundieff,40 Acres & A Mule Filmworks,2.81,12.0
332,"['alien life-form', 'village', 'bewusstlosigkeit']","['Christopher Reeve', 'Kirstie Alley', 'Linda Kozlowski']","['Thriller', 'Horror', 'Science Fiction']",6.53,Village of the Damned,John Carpenter,Universal Pictures,2.78,0.0
333,[],"['Chris Farley', 'David Spade', 'Brian Dennehy']",['Comedy'],11.97,Tommy Boy,Peter Segal,Paramount Pictures,3.36,32.649
334,"['independent film', 'chekhov']","['Wallace Shawn', 'Julianne Moore', 'Larry Pine']","['Drama', 'Romance']",7.04,Vanya on 42nd Street,Louis Malle,Sony Pictures Classics,3.81,0.0
335,"['noir', 'independent film', 'city']","['Peter Gallagher', 'Alison Elliott', 'William Fichtner']","['Thriller', 'Crime']",2.06,The Underneath,Steven Soderbergh,Populist Pictures,3.26,0.0
336,"['vietnam', 'jungle', 'black american']","['Allen Payne', 'Eddie Griffin', 'Joe Morton']","['Drama', 'War']",0.62,The Walking Dead,Preston A. Whitmore II,Savoy Pictures,2.86,0.0
337,"['brother brother relationship', 'mentally disabled', 'iowa']","['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']","['Romance', 'Drama']",10.39,What's Eating Gilbert Grape,Lasse Hallström,Paramount Pictures,3.75,10.033
338,"['artificial intelligence', 'android', 'hologram']","['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']","['Action', 'Crime', 'Science Fiction']",5.19,Virtuosity,Brett Leonard,Paramount Pictures,2.99,24.048
339,"['brother brother relationship', 'chicago', 'coma']","['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher']","['Comedy', 'Drama', 'Romance']",15.78,While You Were Sleeping,Jon Turteltaub,Caravan Pictures,3.51,182.057
340,"['vietnam veteran', 'bullying', 'child']","['Elijah Wood', 'Kevin Costner', 'Mare Winningham']",['Drama'],3.91,The War,Jon Avnet,Universal Pictures,3.37,0.0
343,"['friends', 'camp', 'summer']","['Schuyler Fisk', 'Bre Blair', 'Rachael Leigh Cook']","['Comedy', 'Drama', 'Family']",2.16,The Baby-Sitters Club,Melanie Mayron,Columbia Pictures Corporation,2.67,0.0
344,"['dolphin', 'mascot', 'private detective']","['Jim Carrey', 'Sean Young', 'Courteney Cox']","['Comedy', 'Mystery']",11.25,Ace Ventura: Pet Detective,Tom Shadyac,Warner Bros.,2.99,107.217
348,"['lover (female)', 'talent', 'mafia boss']","['John Cusack', 'Dianne Wiest', 'Jennifer Tilly']","['Action', 'Comedy', 'Thriller']",5.72,Bullets Over Broadway,Woody Allen,Miramax Films,3.68,0.0
349,"['assassination', 'spy', 'ambush']","['Harrison Ford', 'Willem Dafoe', 'Anne Archer']","['Action', 'Drama', 'Thriller']",7.51,Clear and Present Danger,Phillip Noyce,Paramount Pictures,3.67,215.888
350,"['suicide', 'brother brother relationship', 'witness protection']","['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']","['Drama', 'Thriller', 'Crime']",15.26,The Client,Joel Schumacher,Regency Enterprises,3.47,117.615
351,"['loss of mother', 'daughter', 'friendship']","['Whoopi Goldberg', 'Ray Liotta', 'Tina Majorino']","['Comedy', 'Drama', 'Family']",6.92,"Corrina, Corrina",Jessie Nelson,New Line Cinema,3.31,0.0
352,"['black people', '1970s', 'jazz musician']","['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']","['Comedy', 'Drama']",2.53,Crooklyn,Spike Lee,Universal Pictures,3.26,0.0
353,"['halloween', 'arson', 'detroit']","['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']","['Fantasy', 'Action', 'Thriller']",15.8,The Crow,Alex Proyas,Miramax Films,3.51,94.0
354,"['baseball', 'sport', 'historical figure']","['Tommy Lee Jones', 'Robert Wuhl', 'Lolita Davidovich']",['Drama'],2.58,Cobb,Ron Shelton,Regency Enterprises,3.15,1.008
355,"['manager', 'jealousy', 'bad mother-in-law']","['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']","['Fantasy', 'Comedy', 'Family']",15.02,The Flintstones,Brian Levant,Universal Pictures,2.42,341.631
356,"['vietnam veteran', 'hippie', 'mentally disabled']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']","['Comedy', 'Drama', 'Romance']",48.31,Forrest Gump,Robert Zemeckis,Paramount Pictures,4.05,677.945
358,"['racism', 'violence', 'date rape']","['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']","['Romance', 'Drama', 'Crime']",7.82,Higher Learning,John Singleton,Columbia Pictures Corporation,3.25,38.291
359,"['puerto rican', 'love', 'jail']","['Lauren Vélez', 'Jon Seda', 'Tomas Melly']","['Comedy', 'Drama', 'Romance']",0.29,I Like It Like That,Darnell Martin,Columbia Pictures Corporation,3.29,1.777
360,"['newspaper', 'adversary', 'reporter']","['Nick Nolte', 'Saul Rubinek', 'James Rebhorn']","['Action', 'Comedy', 'Romance']",3.57,I Love Trouble,Charles Shyer,Caravan Pictures,2.73,61.947
361,"['waitress', 'cop', 'lottery ticket']","['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']","['Comedy', 'Drama', 'Romance']",11.27,It Could Happen to You,Andrew Bergman,TriStar Pictures,3.33,0.0
364,"['loss of parents', 'wild boar', 'uncle']","['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones']","['Family', 'Animation', 'Drama']",21.61,The Lion King,Roger Allers,Walt Disney Pictures,3.8,788.242
366,"['fire', 'kidnapping', 'nightmare']","['Heather Langenkamp', 'Robert Englund', 'Miko Hughes']","['Horror', 'Thriller', 'Mystery']",9.86,New Nightmare,Wes Craven,New Line Cinema,2.97,18.09
367,"['dual identity', 'bank', 'mockery']","['Jim Carrey', 'Cameron Diaz', 'Nancy Fish']","['Romance', 'Comedy', 'Crime']",14.13,The Mask,Chuck Russell,New Line Cinema,3.18,351.583
368,"['poker', 'mississippi', 'saloon']","['Mel Gibson', 'Jodie Foster', 'James Garner']","['Action', 'Adventure', 'Comedy']",15.05,Maverick,Richard Donner,Icon Entertainment International,3.4,0.0
369,"['new york', 'alcohol', 'prohibition']","['Jennifer Jason Leigh', 'Campbell Scott', 'Matthew Broderick']",['Drama'],4.74,Mrs. Parker and the Vicious Circle,Alan Rudolph,Fine Line Features,3.31,0.0
370,"['undercover', 'spoof', 'state prison']","['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']","['Comedy', 'Crime']",10.59,The Naked Gun 33⅓: The Final Insult,Peter Segal,Paramount Pictures,2.96,51.133
371,"['new york', 'research', 'success']","['Michael Keaton', 'Robert Duvall', 'Glenn Close']","['Comedy', 'Drama']",4.01,The Paper,Ron Howard,Imagine Entertainment,3.26,0.0
372,"['roommate', 'yuppie', 'generations confilct']","['Winona Ryder', 'Ben Stiller', 'Janeane Garofalo']",['Drama'],6.51,Reality Bites,Ben Stiller,Universal Pictures,3.26,20.08
373,"['sheriff', 'wyoming', 'hitman']","['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle']","['Crime', 'Drama', 'Thriller']",5.14,Red Rock West,John Dahl,Propaganda Films,3.77,2.0
374,"['family', 'life raft', 'private airplane']","['Macaulay Culkin', 'John Larroquette', 'Edward Herrmann']","['Comedy', 'Family']",6.6,Ri¢hie Ri¢h,Donald Petrie,Davis Entertainment,2.44,0.0
375,"['mother', 'pain', 'marriage']","['Susan Sarandon', 'Nick Stahl', 'Sam Shepard']",['Drama'],4.93,Safe Passage,Robert Allan Ackerman,New Line Cinema,3.28,0.0
376,"['river', 'robber', 'boston']","['Meryl Streep', 'David Strathairn', 'Kevin Bacon']","['Action', 'Adventure', 'Crime']",10.51,The River Wild,Curtis Hanson,Universal Pictures,3.29,0.0
377,"['bomb', 'airport', 'bus']","['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']","['Action', 'Adventure', 'Crime']",10.86,Speed,Jan de Bont,Twentieth Century Fox Film Corporation,3.49,350.448
378,"['politics', 'love', 'speech writer']","['Michael Keaton', 'Geena Davis', 'Christopher Reeve']","['Comedy', 'Romance']",2.33,Speechless,Ron Underwood,Metro-Goldwyn-Mayer (MGM),3.13,0.0
380,"['spy', 'terrorist', 'florida']","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']","['Action', 'Thriller']",11.4,True Lies,James Cameron,Twentieth Century Fox Film Corporation,3.5,378.882
